experience_coding,python_user,r_user,sql_user,most_used,compensation
1.7,False,False,False,PyTorch,10284
20.5,False,False,False,Keras,43906
0.75,False,False,False,nan,67971
0.98,False,False,True,nan,58465
0.8,False,False,False,nan,64488
1.3,False,False,False,nan,7709
0.36,False,False,False,Keras,1957
1.2,False,False,True,Scikit-learn,4131
8.6,False,False,False,Scikit-learn,26022
18.4,False,False,True,nan,29926
2.7,False,False,True,nan,62593
24.3,False,False,True,nan,109543
0.94,False,False,True,nan,107644
1.4,False,False,True,nan,1047
3.3,False,False,False,nan,59909
0.93,False,False,False,nan,68344
2.3,False,False,False,TensorFlow,54427
0.59,False,False,False,nan,70930
1.2,False,False,False,nan,50835
8.5,False,False,True,Keras,14151
3.3,False,False,False,nan,11681
21.1,False,False,True,nan,71808
1.2,False,False,False,nan,70991
12.2,False,False,True,Scikit-learn,31626
3.8,False,False,False,TensorFlow,52416
4.3,False,False,False,Keras,288146
13.1,False,False,True,TensorFlow,65143
24.3,False,False,False,PyTorch,34866
1.6,False,False,False,Keras,186
2.9,False,False,False,Scikit-learn,60065
9.4,False,False,False,nan,40336
7.7,False,False,False,Scikit-learn,115654
0.3,False,False,True,nan,431
9.0,False,False,False,TensorFlow,59814
4.2,False,False,True,TensorFlow,45413
1.9,False,False,False,nan,4196
8.3,False,False,False,nan,55751
0.21,False,False,False,Scikit-learn,61912
18.8,False,False,False,nan,49478
9.3,False,False,True,Scikit-learn,29139
1.8,False,False,False,Keras,67272
2.8,False,False,False,TensorFlow,70264
2.4,False,False,True,Scikit-learn,264
15.3,False,False,True,Keras,14853
3.9,False,False,False,Scikit-learn,55482
0.3,False,False,False,Scikit-learn,26
0.8,False,False,True,nan,250
0.79,False,False,False,Scikit-learn,66025
11.1,False,False,True,nan,55906
0.24,False,False,False,nan,63754
19.7,False,False,True,TensorFlow,86855
8.5,False,False,False,Keras,63242
0.26,False,False,True,nan,70448
0.75,False,False,False,Scikit-learn,68964
24.4,False,False,True,Scikit-learn,111583
6.8,False,False,False,Keras,52350
4.4,False,False,True,nan,58574
3.2,False,False,True,Scikit-learn,330
0.84,False,False,True,nan,64478
16.0,False,False,False,Scikit-learn,94273
4.9,False,False,True,TensorFlow,62142
8.3,False,False,True,Keras,5857
6.6,False,False,False,Scikit-learn,194518
4.0,False,False,False,nan,60873
23.9,False,False,True,nan,55584
27.0,False,False,False,PyTorch,949
0.91,False,False,False,nan,27748
2.2,False,False,True,nan,239
13.9,False,False,True,nan,120047
3.4,False,False,False,nan,332
1.4,False,False,True,Scikit-learn,51428
6.6,False,False,True,Scikit-learn,256063
2.6,False,False,True,Scikit-learn,50783
8.5,False,False,True,Keras,109423
28.2,False,False,True,Scikit-learn,85525
2.7,False,False,False,Scikit-learn,226
8.6,False,False,False,Scikit-learn,13056
2.9,False,False,False,Scikit-learn,8015
2.6,False,False,True,Scikit-learn,450
7.5,False,False,True,nan,55219
1.3,False,False,False,Scikit-learn,348
16.2,False,False,False,nan,53685
2.7,False,False,False,TensorFlow,59456
1.8,False,False,False,Scikit-learn,62821
7.1,False,False,False,PyTorch,13478
1.9,False,False,False,nan,59666
0.41,False,False,True,Scikit-learn,57673
2.3,False,False,False,Scikit-learn,29472
11.8,False,False,True,PyTorch,276659
4.0,False,False,True,Scikit-learn,5119
5.4,False,False,True,Scikit-learn,27631
3.8,False,False,False,nan,282
5.7,False,False,False,Scikit-learn,34238
0.0,False,False,False,nan,106203
0.0,False,False,False,nan,74289
21.4,False,False,True,Scikit-learn,226171
2.5,False,False,False,TensorFlow,74445
7.6,False,False,False,TensorFlow,67863
22.8,False,False,True,nan,65871
1.7,False,False,True,nan,67736
2.6,False,False,True,Scikit-learn,785
2.1,False,False,False,Scikit-learn,28073
1.9,False,False,True,TensorFlow,20390
3.2,False,False,False,Scikit-learn,4791
7.2,False,False,True,nan,16059
14.1,False,False,False,Keras,62115
1.9,False,False,False,Scikit-learn,73319
0.93,False,False,False,nan,44491
9.6,False,False,False,nan,74588
1.4,False,False,False,nan,74799
0.45,False,False,False,nan,57207
3.2,False,False,False,Keras,14370
1.0,False,False,True,Scikit-learn,57816
4.4,False,False,False,TensorFlow,62513
17.7,False,False,False,Keras,61763
8.7,False,False,False,nan,50427
28.9,False,False,True,Scikit-learn,1129
0.58,False,False,False,nan,59687
1.3,False,False,False,nan,67959
11.3,False,False,False,nan,62849
3.1,False,False,True,Scikit-learn,1337
2.5,False,False,False,Keras,72317
5.9,False,False,True,Keras,31044
2.7,False,False,True,Keras,66163
1.1,False,False,True,Scikit-learn,11165
16.5,False,False,False,Scikit-learn,68871
7.5,False,False,True,Keras,22332
25.2,False,False,False,Scikit-learn,6196
0.88,False,False,False,nan,388
0.6,False,False,False,Scikit-learn,12925
4.1,False,False,True,Scikit-learn,3092
8.2,False,False,False,PyTorch,8880
5.7,False,False,False,PyTorch,65433
0.49,False,False,False,Scikit-learn,13423
2.6,False,False,False,Scikit-learn,4704
2.2,False,False,False,Keras,740
9.2,False,False,False,Scikit-learn,64640
4.0,False,False,True,Scikit-learn,63
28.6,False,False,True,nan,79687
0.6,False,False,False,Scikit-learn,63155
2.9,False,False,True,nan,54825
29.7,False,False,False,TensorFlow,61352
1.7,False,False,False,nan,64184
24.0,False,False,True,Keras,130578
1.7,False,False,False,PyTorch,57821
0.66,False,False,True,nan,52061
3.2,False,False,True,Scikit-learn,2279
2.2,False,False,False,Scikit-learn,73945
0.97,False,False,False,TensorFlow,62225
0.73,False,False,False,nan,52153
6.1,False,False,True,Keras,32815
3.3,False,False,True,PyTorch,178
0.34,False,False,False,Scikit-learn,553
5.3,False,False,True,TensorFlow,64796
0.93,False,False,False,Scikit-learn,51701
4.3,False,False,False,nan,70917
2.7,False,False,False,nan,1672
1.4,False,False,True,nan,561
13.7,False,False,True,nan,64214
3.6,False,False,True,Scikit-learn,32809
1.5,False,False,True,Scikit-learn,61430
0.42,False,False,True,TensorFlow,2852
29.1,False,False,True,Scikit-learn,124867
23.9,False,False,True,Scikit-learn,55354
0.0,False,False,False,nan,341
2.2,False,False,True,Scikit-learn,3241
10.0,False,False,True,Keras,114569
0.93,False,False,True,nan,5068
9.2,False,False,True,TensorFlow,53406
15.1,False,False,True,PyTorch,67586
14.6,False,False,False,PyTorch,368
1.8,False,False,False,PyTorch,66719
9.6,False,False,True,nan,61028
3.2,False,False,False,TensorFlow,380
2.4,False,False,True,Scikit-learn,104
1.9,False,False,False,PyTorch,57262
0.98,False,False,False,nan,72756
16.7,False,False,True,Scikit-learn,117471
6.6,False,False,True,nan,948
1.6,False,False,False,TensorFlow,3458
3.7,False,False,False,TensorFlow,62798
2.7,False,False,False,nan,59402
0.53,False,False,False,Scikit-learn,54542
0.77,False,False,False,Scikit-learn,69584
0.76,False,False,True,TensorFlow,2762
0.73,False,False,False,nan,51493
0.34,False,False,True,Keras,397
24.7,False,False,False,Keras,268277
1.4,False,False,True,Scikit-learn,13504
11.7,False,False,False,Scikit-learn,236436
3.9,False,False,True,Scikit-learn,69429
15.0,False,False,True,Scikit-learn,183614
4.7,False,False,False,Scikit-learn,62053
0.41,False,False,False,nan,20029
0.0,False,False,False,nan,64
2.3,False,False,True,nan,55068
2.2,False,False,True,Keras,2756
1.0,False,False,False,Keras,68080
1.9,False,False,True,nan,51110
0.44,False,False,False,Scikit-learn,6055
0.0,False,False,False,nan,566
2.9,False,False,True,nan,57222
29.0,False,False,False,TensorFlow,30662
12.0,False,False,False,nan,57836
3.2,False,False,False,TensorFlow,8651
3.2,False,False,False,PyTorch,50354
1.5,False,False,False,TensorFlow,67366
1.8,False,False,True,nan,3181
0.75,False,False,False,Keras,50292
20.1,False,False,False,nan,26892
19.2,False,False,False,PyTorch,70349
8.7,False,False,True,Scikit-learn,11195
0.0,False,False,False,nan,51080
4.9,False,False,False,nan,9638
21.5,False,False,False,Scikit-learn,441
1.6,False,False,False,TensorFlow,15222
0.37,False,False,False,PyTorch,748
17.4,False,False,False,Scikit-learn,65215
4.6,False,False,False,Keras,25696
5.2,False,False,False,Scikit-learn,54268
9.5,False,False,True,PyTorch,62430
1.2,False,False,True,nan,57599
2.0,False,False,False,nan,61169
2.5,False,False,False,Scikit-learn,72278
1.6,False,False,False,nan,56628
1.7,False,False,True,Scikit-learn,58598
18.3,False,False,True,nan,104890
6.1,False,False,True,TensorFlow,70778
0.48,False,False,False,Scikit-learn,1920
2.9,False,False,True,Scikit-learn,64650
2.9,False,False,True,Scikit-learn,61957
1.6,False,False,False,PyTorch,280
2.4,False,False,True,nan,53807
5.1,False,False,False,Scikit-learn,4278
0.43,False,False,True,nan,62815
0.81,False,False,True,Scikit-learn,55603
10.5,False,False,False,nan,45474
0.22,False,False,True,nan,59812
1.8,False,False,True,Keras,10176
9.1,False,False,True,TensorFlow,3449
4.3,False,False,False,Keras,330
7.7,False,False,False,nan,50545
8.1,False,False,False,TensorFlow,303
4.1,False,False,False,Keras,64186
1.7,False,False,False,nan,1426
1.4,False,False,False,Scikit-learn,750
22.9,False,False,True,TensorFlow,74868
18.5,False,False,True,Scikit-learn,26708
2.2,False,False,True,PyTorch,64493
0.42,False,False,True,TensorFlow,79
24.1,False,False,True,nan,72549
5.8,False,False,True,Keras,28039
0.93,False,False,False,nan,59061
4.8,False,False,False,Scikit-learn,69723
2.6,False,False,True,Scikit-learn,69452
3.1,False,False,True,Keras,22665
4.0,False,False,False,Scikit-learn,214
9.9,False,False,False,Scikit-learn,2355
7.2,False,False,True,Keras,162385
5.4,False,False,True,TensorFlow,5871
8.3,False,False,True,TensorFlow,853
2.9,False,False,True,PyTorch,3929
0.54,False,False,True,Scikit-learn,58863
0.55,False,False,False,TensorFlow,8009
0.0,False,False,False,nan,68498
0.36,False,False,False,nan,1948
1.0,False,False,True,PyTorch,69648
6.3,False,False,True,nan,74877
2.3,False,False,False,Keras,65598
0.68,False,False,True,nan,54524
1.6,False,False,True,Keras,66262
0.0,False,False,False,nan,4427
0.58,False,False,False,nan,31841
0.85,False,False,False,nan,54481
2.9,False,False,True,Scikit-learn,57717
3.4,False,False,True,Scikit-learn,25721
25.4,False,False,True,Scikit-learn,64217
8.8,False,False,True,TensorFlow,2203
5.5,False,False,False,TensorFlow,62142
4.2,False,False,True,Scikit-learn,12573
14.2,False,False,True,TensorFlow,13212
2.8,False,False,False,Scikit-learn,71758
5.2,False,False,False,nan,4306
1.6,False,False,True,Scikit-learn,835
1.3,False,False,False,Scikit-learn,601
4.9,False,False,True,Scikit-learn,61209
0.0,False,False,False,nan,365
0.4,False,False,False,nan,702
0.93,False,False,True,nan,67436
2.4,False,False,False,Keras,73296
10.7,False,False,False,TensorFlow,63999
2.1,False,False,True,Keras,58760
2.4,False,False,True,Scikit-learn,70522
14.8,False,False,True,nan,78489
3.5,False,False,True,nan,59768
21.8,False,False,False,Scikit-learn,53040
4.3,False,False,True,Scikit-learn,1894
12.9,False,False,False,Scikit-learn,124879
2.5,False,False,True,PyTorch,98886
0.96,False,False,False,PyTorch,797
1.9,False,False,False,nan,67900
21.7,False,False,True,PyTorch,169111
0.27,False,False,False,nan,69490
16.8,False,False,False,PyTorch,18059
1.8,False,False,False,nan,61535
27.8,False,False,False,TensorFlow,279
1.0,False,False,False,Scikit-learn,4951
8.2,False,False,True,Scikit-learn,675
2.5,False,False,True,nan,66662
2.2,False,False,True,Scikit-learn,5345
1.3,False,False,False,Scikit-learn,15827
7.1,False,False,True,Scikit-learn,268
10.0,False,False,False,nan,63128
0.95,False,False,False,Scikit-learn,51943
6.3,False,False,False,nan,7606
1.8,False,False,True,TensorFlow,55361
0.29,False,False,False,nan,2284
4.9,False,False,False,Scikit-learn,13232
0.73,False,False,False,Scikit-learn,70
3.7,False,False,False,Scikit-learn,51162
5.1,False,False,True,Scikit-learn,24490
1.9,False,False,False,TensorFlow,58763
0.21,False,False,True,nan,57140
0.36,False,False,False,nan,53937
9.9,False,False,True,Keras,10720
1.3,False,False,True,nan,55375
13.1,False,False,True,TensorFlow,9526
0.33,False,False,False,Scikit-learn,74828
2.8,False,False,False,Scikit-learn,584
1.4,False,False,False,TensorFlow,42097
2.7,False,False,False,Keras,62804
1.7,False,False,False,nan,4296
1.1,False,False,False,Scikit-learn,60567
5.6,False,False,True,nan,102894
0.7,False,False,True,nan,29160
0.73,False,False,True,Scikit-learn,1491
2.8,False,False,False,Keras,614
9.4,False,False,True,Keras,37053
2.4,False,False,True,PyTorch,181179
3.0,False,False,False,nan,55377
8.4,False,False,True,Scikit-learn,6947
3.4,False,False,True,Scikit-learn,21934
0.64,False,False,True,nan,65
1.4,False,False,True,nan,57123
2.0,False,False,True,Scikit-learn,1943
2.2,False,False,False,Keras,67032
3.8,False,False,True,nan,63358
3.2,False,False,False,Scikit-learn,28
0.95,False,False,False,Scikit-learn,3519
2.6,False,False,False,nan,356
14.2,False,False,False,TensorFlow,158644
0.64,False,False,False,Scikit-learn,7226
16.7,False,False,True,Scikit-learn,12915
0.83,False,False,True,PyTorch,73268
2.9,False,False,True,nan,57188
0.49,False,False,False,Scikit-learn,102
19.6,False,False,True,Scikit-learn,3032
1.1,False,False,False,nan,123071
0.57,False,False,True,PyTorch,250388
2.1,False,False,True,TensorFlow,70915
2.4,False,False,True,nan,201
16.9,False,False,True,nan,246015
2.9,False,False,False,TensorFlow,11378
9.0,False,False,False,Scikit-learn,303
3.5,False,False,False,TensorFlow,50638
0.91,False,False,True,Scikit-learn,20749
6.4,False,False,False,nan,521
7.0,False,False,True,TensorFlow,17911
2.0,False,False,True,nan,70675
0.56,False,False,False,PyTorch,70432
0.67,False,False,False,Scikit-learn,78601
0.69,False,False,True,Scikit-learn,1282
9.1,False,False,False,TensorFlow,99399
1.8,False,False,False,PyTorch,1503
1.2,False,False,True,Keras,53171
9.6,False,False,False,nan,57165
16.6,False,False,True,Scikit-learn,25114
1.1,False,False,False,Keras,26960
9.0,False,False,False,Scikit-learn,60063
0.0,False,False,False,nan,610
4.5,False,False,False,Keras,69739
0.0,False,False,False,nan,3134
6.8,False,False,True,Scikit-learn,66837
0.54,False,False,True,Scikit-learn,55165
3.6,False,False,False,Keras,988
14.6,False,False,False,nan,55580
17.0,False,False,True,TensorFlow,76201
0.67,False,False,False,Keras,64966
0.92,False,False,False,nan,6350
0.7,False,False,False,TensorFlow,74951
6.0,False,False,False,Keras,51312
0.36,False,False,False,nan,666
5.1,False,False,True,Scikit-learn,293904
4.8,False,False,True,PyTorch,106322
0.43,False,False,False,nan,60814
0.39,False,False,False,nan,70572
0.88,False,False,True,Scikit-learn,68837
0.55,False,False,True,Scikit-learn,62093
0.62,False,False,True,nan,54114
2.8,False,False,True,PyTorch,979
0.96,False,False,False,Scikit-learn,2235
1.4,False,False,False,Keras,3303
25.8,False,False,False,Scikit-learn,71650
1.5,False,False,False,nan,5145
0.98,False,False,False,nan,56213
3.3,False,False,False,nan,57850
2.1,False,False,False,Scikit-learn,62878
4.6,False,False,False,Scikit-learn,53195
9.6,False,False,True,TensorFlow,2312
1.3,False,False,True,nan,163016
0.26,False,False,False,TensorFlow,80274
9.6,False,False,False,nan,34215
2.3,False,False,False,Scikit-learn,68870
1.7,False,False,True,TensorFlow,245
11.1,False,False,True,Scikit-learn,92681
3.3,False,False,False,Scikit-learn,72998
0.84,False,False,False,nan,61803
3.7,False,False,False,Scikit-learn,269443
1.5,False,False,True,nan,58537
1.9,False,False,True,Scikit-learn,160989
2.9,False,False,True,Keras,21386
25.3,False,False,False,Keras,262267
11.0,False,False,False,Scikit-learn,40701
14.5,False,False,False,PyTorch,14184
0.91,False,False,False,Keras,51286
0.31,False,False,False,Scikit-learn,27246
2.1,False,False,True,nan,894
2.6,False,False,False,PyTorch,55032
18.2,False,False,False,PyTorch,293074
1.2,False,False,False,nan,62407
1.3,False,False,True,Scikit-learn,57986
27.7,False,False,True,Keras,197702
0.35,False,False,False,nan,58495
2.6,False,False,True,TensorFlow,60397
0.43,False,False,True,nan,51395
1.8,False,False,False,nan,87556
3.7,False,False,False,PyTorch,4853
0.92,False,False,True,Scikit-learn,4795
7.7,False,False,True,Keras,10487
5.9,False,False,False,Keras,49634
4.4,False,False,True,Scikit-learn,85067
2.1,False,False,True,TensorFlow,60649
4.5,False,False,False,nan,29055
0.28,False,False,False,nan,402
2.6,False,False,False,TensorFlow,12966
0.82,False,False,True,nan,55051
4.8,False,False,False,nan,55936
0.53,False,False,False,TensorFlow,72312
0.44,False,False,False,nan,55815
19.8,False,False,False,PyTorch,85996
15.5,False,False,False,Scikit-learn,73483
0.95,False,False,False,TensorFlow,57116
2.2,False,False,True,Keras,71248
0.51,False,False,False,nan,2620
2.9,False,False,False,nan,72617
2.7,False,False,True,Scikit-learn,5838
2.7,False,False,True,nan,51572
1.9,False,False,False,nan,70132
2.7,False,False,False,nan,53668
0.33,False,False,False,nan,59530
0.62,False,False,False,Scikit-learn,253920
1.9,False,False,False,TensorFlow,549
0.32,False,False,True,PyTorch,755
3.3,False,False,False,Keras,38078
0.54,False,False,False,Scikit-learn,525
0.73,False,False,False,nan,47261
0.0,False,False,False,nan,24554
5.5,False,False,False,PyTorch,22085
1.2,False,False,False,Keras,17937
3.9,False,False,False,Scikit-learn,72360
15.1,False,False,True,Keras,18607
2.9,False,False,False,Keras,57700
0.83,False,False,True,Scikit-learn,1524
7.6,False,False,False,PyTorch,18712
1.4,False,False,True,PyTorch,53965
3.1,False,False,False,nan,73004
1.5,False,False,True,TensorFlow,50276
4.2,False,False,False,nan,54145
0.34,False,False,False,Scikit-learn,322
0.82,False,False,True,nan,574
16.5,False,False,False,nan,12801
2.4,False,False,True,Keras,71045
0.66,False,False,False,nan,69120
8.0,False,False,True,PyTorch,82527
6.6,False,False,True,PyTorch,60748
1.0,False,False,True,Scikit-learn,490
4.0,False,False,False,Scikit-learn,72533
5.5,False,False,True,Scikit-learn,4320
7.8,False,False,True,Scikit-learn,57114
2.2,False,False,False,nan,250
1.3,False,False,False,nan,54947
1.9,False,False,True,nan,56963
1.3,False,False,True,Scikit-learn,8316
2.2,False,False,False,Scikit-learn,63330
0.94,False,False,False,nan,67994
27.8,False,False,True,nan,61608
1.6,False,False,True,nan,60833
1.9,False,False,False,TensorFlow,55193
3.9,False,False,True,TensorFlow,1788
0.62,False,False,True,Keras,51397
9.5,False,False,True,TensorFlow,80248
2.4,False,False,False,TensorFlow,54401
3.7,False,False,True,Scikit-learn,72472
6.6,False,False,False,TensorFlow,67690
0.94,False,False,False,nan,52835
4.8,False,False,False,Scikit-learn,70275
2.9,False,False,False,TensorFlow,1833
0.25,False,False,False,TensorFlow,51048
0.56,False,False,False,nan,12130
16.8,False,False,False,TensorFlow,4441
3.4,False,False,True,Keras,660
3.3,False,False,False,TensorFlow,4356
0.98,False,False,True,Scikit-learn,48658
2.6,False,False,False,Scikit-learn,67022
2.7,False,False,False,nan,55014
13.3,False,False,False,PyTorch,79549
17.3,False,False,True,TensorFlow,61440
0.31,False,False,True,nan,74808
1.7,False,False,False,nan,69191
1.1,False,False,False,Scikit-learn,5414
2.5,False,False,False,Keras,8027
2.4,False,False,False,nan,304
1.6,False,False,False,Keras,68620
2.3,False,False,False,nan,68705
0.69,False,False,False,nan,3266
1.9,False,False,False,nan,56404
4.7,False,False,False,Keras,72267
6.9,False,False,False,Scikit-learn,15598
1.8,False,False,False,TensorFlow,756
4.4,False,False,False,Scikit-learn,3064
0.44,False,False,False,nan,53474
2.4,False,False,True,nan,3446
0.64,False,False,True,TensorFlow,50527
2.9,False,False,False,nan,54821
26.6,False,False,True,Keras,154850
3.5,False,False,True,Scikit-learn,65435
0.5,False,False,False,nan,73399
1.2,False,False,False,Scikit-learn,64946
1.5,False,False,False,Scikit-learn,18800
0.92,False,False,False,TensorFlow,56757
4.0,False,False,True,TensorFlow,2592
0.47,False,False,False,Scikit-learn,16612
4.7,False,False,False,nan,19143
6.5,False,False,False,Keras,59359
0.5,False,False,False,nan,120711
4.7,False,False,True,PyTorch,52082
0.75,False,False,True,nan,67918
0.28,False,False,False,nan,59017
2.8,False,False,True,nan,864
2.1,False,False,True,nan,664
7.3,False,False,True,Scikit-learn,19284
16.1,False,False,True,Scikit-learn,217677
0.0,False,False,False,nan,475180
0.0,False,False,False,nan,10746
4.8,False,False,False,Scikit-learn,56503
9.8,False,False,True,Scikit-learn,8359
1.7,False,False,True,Keras,378
23.9,False,False,False,TensorFlow,70460
0.92,False,False,True,Scikit-learn,21123
0.7,False,False,True,TensorFlow,62
0.68,False,False,True,TensorFlow,11020
11.3,False,False,True,Scikit-learn,12529
23.9,False,False,False,PyTorch,1325993
3.0,False,False,False,nan,64688
0.62,False,False,False,Keras,71694
4.5,False,False,False,nan,62257
27.4,False,False,True,TensorFlow,66467
0.0,False,False,False,nan,57612
3.9,False,False,False,TensorFlow,17739
3.8,False,False,True,TensorFlow,103218
2.4,False,False,True,Scikit-learn,1507
1.1,False,False,True,Scikit-learn,7254
8.5,False,False,False,Scikit-learn,54862
5.4,False,False,True,Keras,27111
10.8,False,False,False,Keras,20031
1.6,False,False,True,Scikit-learn,41563
1.7,False,False,False,nan,67010
4.7,False,False,True,Keras,5784
16.8,False,False,False,nan,72308
3.3,False,False,True,nan,22030
3.3,False,False,False,Scikit-learn,67377
0.29,False,False,False,Keras,796
10.1,False,False,True,nan,69368
1.1,False,False,True,Scikit-learn,72472
0.67,False,False,False,nan,63048
0.21,False,False,True,nan,9892
0.96,False,False,True,Scikit-learn,56203
22.9,False,False,False,Keras,48552
3.5,False,False,False,TensorFlow,72018
0.56,False,False,False,Scikit-learn,13
0.64,False,False,False,nan,60665
4.9,False,False,True,PyTorch,70969
3.7,False,False,True,Scikit-learn,37353
7.7,False,False,True,TensorFlow,13483
2.6,False,False,True,Scikit-learn,73574
0.44,False,False,False,nan,53506
3.9,False,False,True,TensorFlow,26289
15.1,False,False,True,nan,43464
4.2,False,False,True,nan,5122
3.8,False,False,False,TensorFlow,5330
3.7,False,False,True,nan,8372
0.67,False,False,True,nan,63035
10.9,False,False,False,nan,287624
1.8,False,False,False,PyTorch,66297
2.7,False,False,False,nan,74909
2.7,False,False,False,nan,68897
1.1,False,False,False,TensorFlow,55103
3.9,False,False,True,Scikit-learn,65436
12.2,False,False,False,Scikit-learn,83337
29.2,False,False,True,Scikit-learn,220415
0.31,False,False,False,nan,68892
5.6,False,False,True,Scikit-learn,113998
0.76,False,False,False,nan,61718
4.8,False,False,False,PyTorch,621
22.8,False,False,True,Scikit-learn,2830
22.1,False,False,True,nan,174280
9.8,False,False,False,Keras,62136
27.1,False,False,False,Scikit-learn,80095
14.3,False,False,True,nan,88209
3.5,False,False,False,Scikit-learn,64470
6.9,False,False,True,Keras,102277
1.6,False,False,False,nan,53512
1.5,False,False,True,nan,71858
0.95,False,False,True,Keras,1481
8.7,False,False,True,Scikit-learn,70758
2.4,False,False,False,Scikit-learn,508
17.0,False,False,False,nan,17559
0.93,False,False,True,nan,10373
3.8,False,False,False,Keras,57164
2.5,False,False,True,PyTorch,7724
7.1,False,False,False,TensorFlow,54590
29.3,False,False,False,nan,74891
4.1,False,False,True,PyTorch,325
0.65,False,False,False,Keras,554
2.8,False,False,True,nan,39643
4.9,False,False,True,Scikit-learn,71105
3.6,False,False,True,Scikit-learn,5051
8.5,False,False,True,PyTorch,11048
0.41,False,False,True,nan,74783
19.9,False,False,True,TensorFlow,21353
4.2,False,False,False,Scikit-learn,682
26.5,False,False,True,Keras,429315
2.6,False,False,True,Scikit-learn,65441
5.4,False,False,False,PyTorch,72536
5.1,False,False,True,nan,119762
23.1,False,False,False,Scikit-learn,195277
0.5,False,False,False,nan,69484
7.7,False,False,False,Scikit-learn,185336
6.8,False,False,False,Keras,69491
27.8,False,False,False,Keras,714555
3.9,False,False,True,Scikit-learn,72595
16.5,False,False,False,Scikit-learn,872
3.4,False,False,True,Scikit-learn,141
20.3,False,False,True,TensorFlow,268989
1.1,False,False,True,TensorFlow,4006
19.5,False,False,True,Keras,9336
2.0,False,False,True,TensorFlow,3085
6.0,False,False,False,Scikit-learn,62835
2.6,False,False,True,Keras,27020
2.3,False,False,False,Scikit-learn,76
0.6,False,False,False,Scikit-learn,38476
1.0,False,False,False,PyTorch,70504
1.1,False,False,True,Scikit-learn,6973
